EA,CLS,SENT,ASP
FOOD#PRICES,1,$ 20 for all you can eat sushi can not be beaten .,prices
RESTAURANT#GENERAL,1,"i went to areo on a sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .",general
SERVICE#GENERAL,1,"most of the servers are very attentive , friendly and quite attractive .",general
AMBIENCE#GENERAL,1,"the vibe is very relaxed and cozy , service was great and the food was excellent !",general
SERVICE#GENERAL,1,"the vibe is very relaxed and cozy , service was great and the food was excellent !",general
FOOD#QUALITY,1,"the vibe is very relaxed and cozy , service was great and the food was excellent !",quality
RESTAURANT#GENERAL,1,me and my girls will definitely go back .,general
FOOD#QUALITY,1,food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,quality
LOCATION#GENERAL,1,food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,general
LOCATION#GENERAL,1,i would highly recommand requesting a table by the window .,general
SERVICE#GENERAL,1,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,general
AMBIENCE#GENERAL,1,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,general
FOOD#QUALITY,1,the food is great .,quality
FOOD#STYLE_OPTIONS,1,personal pans are the perfect size for those hungry nights .,options
RESTAURANT#GENERAL,1,i heartily recommend .,general
SERVICE#GENERAL,-1,there is a downside if you 're ordering in -- the delivery guys have major attitude .,general
SERVICE#GENERAL,-1,never have i had such dramatic delivery guys ( a lot of huffing and panting and muttering under breath b/c i live in a walkup ) who always seem disappointed with their tips .,general
AMBIENCE#GENERAL,1,"love the scene first off- the place has a character and nice light to it..very fortunate , location wise .",general
AMBIENCE#GENERAL,1,"love the scene first off- the place has a character and nice light to it..very fortunate , location wise .",general
LOCATION#GENERAL,1,"love the scene first off- the place has a character and nice light to it..very fortunate , location wise .",general
FOOD#QUALITY,1,the pizza was pretty good and huge .,quality
FOOD#STYLE_OPTIONS,1,the pizza was pretty good and huge .,options
RESTAURANT#PRICES,1,the price very reasonable .,prices
FOOD#STYLE_OPTIONS,1,we were 4 and got the family size penne a la vodka which was tremendously gigantic portion ... a bucket of food literally .,options
FOOD#QUALITY,-1,i would say that all was fine and tasty but the heaviness on my stomach someting that i ca n't not mention or undermine .,quality
FOOD#QUALITY,-1,"the pasta penne was pretty extra buttery , creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne ... got a little moody afterwards cause was stuffed ... lol",quality
FOOD#STYLE_OPTIONS,-1,"the pasta penne was pretty extra buttery , creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne ... got a little moody afterwards cause was stuffed ... lol",options
FOOD#QUALITY,1,"la rosa waltzes in , and i think they are doing it the best .",quality
DRINKS#QUALITY,1,"interesting selection , good wines , service fine , fun decor .",quality
SERVICE#GENERAL,1,"interesting selection , good wines , service fine , fun decor .",general
AMBIENCE#GENERAL,1,"interesting selection , good wines , service fine , fun decor .",general
FOOD#STYLE_OPTIONS,1,"interesting selection , good wines , service fine , fun decor .",options
RESTAURANT#GENERAL,1,i love it .,general
RESTAURANT#GENERAL,1,i plan on stopping by next week as well .,general
RESTAURANT#MISCELLANEOUS,1,"i found it on a cold night , the perfect spot to warm up .",miscellaneous
SERVICE#GENERAL,1,i recieved prompt service with a smile .,general
AMBIENCE#GENERAL,1,"to me it exemplifies soho , cute , artsy , interesting .",general
RESTAURANT#GENERAL,1,definately check it out ! ! !,general
RESTAURANT#GENERAL,1,this place blew me away ... by far my new favorite restaurant on the uppereast side .,general
DRINKS#STYLE_OPTIONS,1,the wine list is extensive and impressive .,options
AMBIENCE#GENERAL,1,love the atmosphere - felt like i was in paris .,general
FOOD#QUALITY,1,the mussels were fantastic and so was the dessert ... definitely going to be back very soon .,quality
FOOD#QUALITY,1,the mussels were fantastic and so was the dessert ... definitely going to be back very soon .,quality
RESTAURANT#GENERAL,1,the mussels were fantastic and so was the dessert ... definitely going to be back very soon .,general
SERVICE#GENERAL,1,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,general
SERVICE#GENERAL,1,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,general
SERVICE#GENERAL,1,"over the years the host , vittorio , and his crew , have always treated me as family -- although with all the business this not-so-little gem does , it amazing he 's even able to remember a consistent but not-so-frequent visitor .",general
SERVICE#GENERAL,1,"over the years the host , vittorio , and his crew , have always treated me as family -- although with all the business this not-so-little gem does , it amazing he 's even able to remember a consistent but not-so-frequent visitor .",general
AMBIENCE#GENERAL,1,"i 've also been amazed at all the new additions in the past few years : a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for ( these are not your average lasagnas ) !",general
AMBIENCE#GENERAL,1,"i 've also been amazed at all the new additions in the past few years : a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for ( these are not your average lasagnas ) !",general
FOOD#QUALITY,1,"i 've also been amazed at all the new additions in the past few years : a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for ( these are not your average lasagnas ) !",quality
FOOD#QUALITY,1,"i 've also been amazed at all the new additions in the past few years : a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for ( these are not your average lasagnas ) !",quality
RESTAURANT#GENERAL,1,i love this place !,general
RESTAURANT#GENERAL,1,keep up the good work guys !,general
FOOD#QUALITY,1,i have to say i have never had a disapointing meal here .,quality
FOOD#QUALITY,1,we could have made a meal of the yummy dumplings from the dumpling menu .,quality
FOOD#QUALITY,1,"luckily we saved room for the bbq salmon , sea bass and crispy duck .",quality
FOOD#QUALITY,1,"luckily we saved room for the bbq salmon , sea bass and crispy duck .",quality
FOOD#QUALITY,1,"luckily we saved room for the bbq salmon , sea bass and crispy duck .",quality
